,date,country,weather_code,temperature_2m_max,temperature_2m_min,temperature_2m_mean,apparent_temperature_max,apparent_temperature_min,apparent_temperature_mean,sunrise,sunset,daylight_duration_sec,sunshine_duration_sec,precipitation_sum,rain_sum,precipitation_hours,wind_speed_10m_max,wind_gusts_10m_max,wind_direction_10m_dominant,shortwave_radiation_sum,et0_fao_evapotranspiration
98,2010-04-09 00:00:00+00:00,Malaysia,63.0,30.980999,22.681,25.674753,38.91256,27.423212,31.287903,0,0,43765.023,36274.004,8.700001,8.700001,4.0,9.1641035,28.44,273.30188,21.14,4.271631
99,2010-04-10 00:00:00+00:00,Malaysia,61.0,31.130999,23.281,26.214334,37.85068,28.241028,31.63769,0,0,43773.32,39600.0,3.1999998,3.1999998,7.0,7.10031,23.039999,307.01987,23.13,4.719091
100,2010-04-11 00:00:00+00:00,Malaysia,63.0,29.181,22.781,24.933083,36.264915,27.437346,30.357233,0,0,43781.582,34901.11,5.7,5.7,8.0,5.00128,21.96,193.6901,14.75,3.0033128
101,2010-04-12 00:00:00+00:00,Malaysia,51.0,30.730999,23.630999,26.685165,37.13252,28.892342,32.335068,0,0,43789.797,39072.613,0.2,0.2,2.0,6.618519,24.119999,296.56488,19.19,3.967827
102,2010-04-13 00:00:00+00:00,Malaysia,61.0,30.630999,22.880999,26.037252,37.787773,27.229687,31.668913,0,0,43797.97,32347.36,5.0,5.0,8.0,6.9527545,20.880001,284.79678,18.34,3.797081
103,2010-04-14 00:00:00+00:00,Malaysia,55.0,28.831,22.331,25.08725,34.66569,26.99469,30.5337,0,0,43806.08,19751.57,2.1,2.1,5.0,6.28713,20.880001,147.17915,13.47,2.7424204
104,2010-04-15 00:00:00+00:00,Malaysia,61.0,31.531,23.130999,26.68308,38.40307,28.396038,32.483936,0,0,43814.125,36711.344,7.0999994,7.0999994,6.0,5.5887027,18.0,337.20343,22.72,4.684412
105,2010-04-16 00:00:00+00:00,Malaysia,63.0,29.431,22.781,24.785164,37.08626,27.397581,30.290253,0,0,43822.11,29826.086,16.3,16.3,10.0,7.10031,18.359999,258.69012,15.95,3.1805098
106,2010-04-17 00:00:00+00:00,Malaysia,63.0,29.831,22.831,25.541418,36.356007,27.706633,30.998983,0,0,43830.094,35895.51,7.0999994,7.0999994,13.0,9.114471,24.84,140.37106,20.25,4.073448
107,2010-04-18 00:00:00+00:00,Malaysia,55.0,30.181,23.081,25.60808,35.900654,27.883972,30.99495,0,0,43838.082,35037.31,3.8,3.8,7.0,5.495161,20.519999,210.25621,17.57,3.5758474
108,2010-04-19 00:00:00+00:00,Malaysia,63.0,29.831,22.630999,25.201834,36.185215,27.315866,30.4801,0,0,43846.062,39600.0,9.3,9.3,10.0,7.729527,24.119999,216.17372,20.49,4.0839705
109,2010-04-20 00:00:00+00:00,Malaysia,61.0,30.230999,23.081,25.558084,37.320004,28.069416,31.39779,0,0,43854.03,25763.277,4.1,4.1,7.0,5.3517847,18.359999,241.4405,17.26,3.52422
110,2010-04-21 00:00:00+00:00,Malaysia,51.0,30.630999,23.980999,26.462248,38.21002,29.632462,32.746815,0,0,43861.984,36000.0,1.0,1.0,4.0,4.3498964,20.16,171.86996,19.99,4.088231
111,2010-04-22 00:00:00+00:00,Malaysia,61.0,30.431,22.831,26.162249,37.9243,27.706114,32.080338,0,0,43869.918,36501.594,11.0,11.0,8.0,5.3517847,19.8,106.389725,18.48,3.8075078
112,2010-04-23 00:00:00+00:00,Malaysia,53.0,29.781,23.181,25.105997,36.552734,28.052807,30.695183,0,0,43877.82,32554.994,3.6,3.6,8.0,5.315336,19.08,182.00952,15.44,3.0989141
113,2010-04-24 00:00:00+00:00,Malaysia,63.0,28.331,22.531,24.658083,35.10797,26.840534,30.156876,0,0,43885.684,31164.91,27.499998,27.499998,18.0,8.287822,21.24,176.63368,15.28,3.033395
114,2010-04-25 00:00:00+00:00,Malaysia,55.0,28.931,23.130999,25.349752,34.03818,27.855675,30.876413,0,0,43893.51,12121.84,2.6000001,2.6000001,5.0,7.2,21.599998,238.64299,11.1,2.2627218
115,2010-04-26 00:00:00+00:00,Malaysia,61.0,29.531,22.781,25.233084,36.13102,27.537477,30.828552,0,0,43901.29,39600.0,16.699999,16.699999,19.0,6.763786,20.880001,316.63666,17.76,3.5626328
116,2010-04-27 00:00:00+00:00,Malaysia,63.0,28.130999,22.781,24.803919,34.694553,27.751617,30.410418,0,0,43909.008,20071.799,4.8,4.8,6.0,4.1046314,21.96,202.68059,12.25,2.4836583
117,2010-04-28 00:00:00+00:00,Malaysia,53.0,28.831,22.130999,25.320581,34.08171,26.514944,30.323755,0,0,43916.664,37595.562,2.2000003,2.2000003,11.0,6.9153743,23.039999,333.88608,16.99,3.4488878
118,2010-04-29 00:00:00+00:00,Malaysia,53.0,30.531,23.781,26.424751,36.340706,29.092964,31.82602,0,0,43924.25,39600.0,1.3,1.3,3.0,5.6233797,16.56,299.74472,19.72,4.0533667
